dataset,recording,kind,metric,value
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.path,[local path omitted]
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.codec_name,mpeg4
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.codec_long_name,MPEG-4 part 2
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.width,1280
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.height,1280
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.fps,60.0
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.nb_frames,1561
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.duration_s,26.016667
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.pix_fmt,yuv420p
ego不带tof,ego不带tof,ego,video.rgb_video_metadata.size_bytes,81991576
ego不带tof,ego不带tof,ego,temporal.rgb_timestamps.count,1561
ego不带tof,ego不带tof,ego,temporal.rgb_timestamps.nonfinite_count,0
ego不带tof,ego不带tof,ego,temporal.rgb_timestamps.duplicate_timestamp_count,0
ego不带tof,ego不带tof,ego,temporal.rgb_timestamps.backward_timestamp_count,0
ego不带tof,ego不带tof,ego,temporal.rgb_timestamps.median_dt_ms,16.657999999551976
ego不带tof,ego不带tof,ego,temporal.rgb_timestamps.p99_dt_ms,16.68640999916534
ego不带tof,ego不带tof,ego,temporal.rgb_timestamps.max_dt_ms,16.7379999984405
ego不带tof,ego不带tof,ego,temporal.rgb_timestamps.estimated_hz,60.031216234055435
ego不带tof,ego不带tof,ego,temporal.rgb_timestamps.duration_s,25.986155000000508
ego不带tof,ego不带tof,ego,structural.rgb_frame_count.video_frames,1561
ego不带tof,ego不带tof,ego,structural.rgb_frame_count.timestamp_rows,1561
ego不带tof,ego不带tof,ego,structural.rgb_frame_count.difference,0
ego不带tof,ego不带tof,ego,video.rgb_visual_quality.sample_count,130
ego不带tof,ego不带tof,ego,video.rgb_visual_quality.black_frame_fraction,0.0
ego不带tof,ego不带tof,ego,video.rgb_visual_quality.low_detail_frame_fraction,0.0
ego不带tof,ego不带tof,ego,video.rgb_visual_quality.static_transition_fraction,0.0
ego不带tof,ego不带tof,ego,video.rgb_visual_quality.longest_static_run_s,0.0
ego不带tof,ego不带tof,ego,video.rgb_visual_quality.motion_energy_p50,5.798671722412109
ego不带tof,ego不带tof,ego,video.rgb_visual_quality.motion_energy_p99,13.062661170959473
ego不带tof,ego不带tof,ego,calibration.intrinsic.fx,394.09381103515625
ego不带tof,ego不带tof,ego,calibration.intrinsic.fy,394.0301513671875
ego不带tof,ego不带tof,ego,calibration.intrinsic.cx,640.7218017578125
ego不带tof,ego不带tof,ego,calibration.intrinsic.cy,640.3656005859375
ego不带tof,ego不带tof,ego,calibration.intrinsic.alpha,0.6833307147026062
ego不带tof,ego不带tof,ego,calibration.intrinsic.beta,0.7398630380630493
ego不带tof,ego不带tof,ego,calibration.intrinsic.width,1280.0
ego不带tof,ego不带tof,ego,calibration.intrinsic.height,1280.0
ego不带tof,ego不带tof,ego,calibration.intrinsic.model,seucm
ego不带tof,ego不带tof,ego,calibration.intrinsic.cx_is_null,True
ego不带tof,ego不带tof,ego,calibration.intrinsic.cy_is_null,True
ego不带tof,ego不带tof,ego,calibration.intrinsic.camera_matrix_is_standard_K,False
ego不带tof,ego不带tof,ego,calibration.extrinsic.finite_fraction,1.0
ego不带tof,ego不带tof,ego,calibration.extrinsic.position_norm_m,0.0253590850364429
ego不带tof,ego不带tof,ego,calibration.extrinsic.quaternion_norm_error,5.522446167027795e-09
ego不带tof,ego不带tof,ego,calibration.extrinsic.image_topic,/xv_sdk/250801DR48FP25002649/rgbd_camera/image
ego不带tof,ego不带tof,ego,trajectory.slam_pose.count,12991
ego不带tof,ego不带tof,ego,trajectory.slam_pose.nonfinite_count,0
ego不带tof,ego不带tof,ego,trajectory.slam_pose.duplicate_timestamp_count,0
ego不带tof,ego不带tof,ego,trajectory.slam_pose.backward_timestamp_count,0
ego不带tof,ego不带tof,ego,trajectory.slam_pose.median_dt_ms,2.0000000004074536
ego不带tof,ego不带tof,ego,trajectory.slam_pose.p99_dt_ms,2.162999999400199
ego不带tof,ego不带tof,ego,trajectory.slam_pose.max_dt_ms,12.851999999838881
ego不带tof,ego不带tof,ego,trajectory.slam_pose.estimated_hz,499.9999998981366
ego不带tof,ego不带tof,ego,trajectory.slam_pose.duration_s,26.007997000000614
ego不带tof,ego不带tof,ego,trajectory.slam_pose.finite_row_fraction,1.0
ego不带tof,ego不带tof,ego,trajectory.slam_pose.quaternion_norm_error_p99,2.55351295663786e-15
ego不带tof,ego不带tof,ego,trajectory.slam_pose.quaternion_norm_error_max,2.7755575615628914e-15
ego不带tof,ego不带tof,ego,trajectory.slam_pose.linear_speed_mps_p50,0.032701449795478496
ego不带tof,ego不带tof,ego,trajectory.slam_pose.linear_speed_mps_p95,0.10448043608568133
ego不带tof,ego不带tof,ego,trajectory.slam_pose.linear_speed_mps_p99,0.15846854318502943
ego不带tof,ego不带tof,ego,trajectory.slam_pose.linear_speed_mps_max,0.1896280929549639
ego不带tof,ego不带tof,ego,trajectory.slam_pose.angular_speed_radps_p50,0.07625553435446239
ego不带tof,ego不带tof,ego,trajectory.slam_pose.angular_speed_radps_p95,0.20314008074023504
ego不带tof,ego不带tof,ego,trajectory.slam_pose.angular_speed_radps_p99,0.25683330678305827
ego不带tof,ego不带tof,ego,trajectory.slam_pose.angular_speed_radps_max,0.3687151084567519
ego不带tof,ego不带tof,ego,trajectory.slam_pose.consecutive_duplicate_value_count,0
ego不带tof,ego不带tof,ego,trajectory.slam_pose.sudden_change_count,0
ego不带tof,ego不带tof,ego,trajectory.slam_pose.sudden_change_fraction,0.0
ego不带tof,ego不带tof,ego,trajectory.slam_pose.extreme_position_count,0
ego不带tof,ego不带tof,ego,trajectory.slam_pose.max_residual_z,1386.8529184163274
ego不带tof,ego不带tof,ego,inertial.imu.count,13165
ego不带tof,ego不带tof,ego,inertial.imu.nonfinite_count,0
ego不带tof,ego不带tof,ego,inertial.imu.duplicate_timestamp_count,0
ego不带tof,ego不带tof,ego,inertial.imu.backward_timestamp_count,0
ego不带tof,ego不带tof,ego,inertial.imu.median_dt_ms,1.9739999988814816
ego不带tof,ego不带tof,ego,inertial.imu.p99_dt_ms,2.011000000493368
ego不带tof,ego不带tof,ego,inertial.imu.max_dt_ms,7.905000000391738
ego不带tof,ego不带tof,ego,inertial.imu.estimated_hz,506.58561325563596
ego不带tof,ego不带tof,ego,inertial.imu.duration_s,26.007862000000387
ego不带tof,ego不带tof,ego,inertial.imu.consecutive_duplicate_count,0
ego不带tof,ego不带tof,ego,inertial.imu.consecutive_duplicate_fraction,0.0
ego不带tof,ego不带tof,ego,inertial.imu.longest_duplicate_run,0
ego不带tof,ego不带tof,ego,inertial.imu.finite_fraction,1.0
ego不带tof,ego不带tof,ego,inertial.imu.gyro_norm_radps_p01,0.00571497246843837
ego不带tof,ego不带tof,ego,inertial.imu.gyro_norm_radps_p50,0.075602534970727
ego不带tof,ego不带tof,ego,inertial.imu.gyro_norm_radps_p99,0.25740974868433447
ego不带tof,ego不带tof,ego,inertial.imu.accel_norm_mps2_p01,9.552240758331957
ego不带tof,ego不带tof,ego,inertial.imu.accel_norm_mps2_p50,9.786185613587605
ego不带tof,ego不带tof,ego,inertial.imu.accel_norm_mps2_p99,10.016228476929227
ego不带tof,ego不带tof,ego,hand.left_hand_hand.joint_file_count,21
ego不带tof,ego不带tof,ego,hand.left_hand_hand.raw_sample_to_rgb_frame_ratio,0.2863549007046765
ego不带tof,ego不带tof,ego,hand.left_hand_hand.raw_complete_sample_to_rgb_frame_ratio,0.2863549007046765
ego不带tof,ego不带tof,ego,hand.left_hand_hand.rgb_temporal_coverage_within_25ms,0.8340807174887892
ego不带tof,ego不带tof,ego,hand.left_hand_hand.duplicate_frame_id_count,0
ego不带tof,ego不带tof,ego,hand.left_hand_hand.max_joint_gap_ms,233.00000000017462
ego不带tof,ego不带tof,ego,hand.left_hand_hand.rgb_nearest_offset_p99_ms,0.9909999989758944
ego不带tof,ego不带tof,ego,hand.left_hand_hand.orthogonality_error_p99,2.555002628314933e-07
ego不带tof,ego不带tof,ego,hand.left_hand_hand.determinant_error_p99,2.0668092252318354e-07
ego不带tof,ego不带tof,ego,hand.left_hand_hand.complete_skeleton_frame_count,447
ego不带tof,ego不带tof,ego,hand.left_hand_hand.bone_length_median_m,0.02455626912460155
ego不带tof,ego不带tof,ego,hand.left_hand_hand.bone_relative_mad_p99,0.15969583192289194
ego不带tof,ego不带tof,ego,hand.left_hand_hand.projection_valid_fraction,1.0
ego不带tof,ego不带tof,ego,hand.left_hand_hand.projection_in_bounds_fraction,1.0
ego不带tof,ego不带tof,ego,hand.right_hand_hand.joint_file_count,21
ego不带tof,ego不带tof,ego,hand.right_hand_hand.raw_sample_to_rgb_frame_ratio,0.293401665598975
ego不带tof,ego不带tof,ego,hand.right_hand_hand.raw_complete_sample_to_rgb_frame_ratio,0.293401665598975
ego不带tof,ego不带tof,ego,hand.right_hand_hand.rgb_temporal_coverage_within_25ms,0.8539397821909033
ego不带tof,ego不带tof,ego,hand.right_hand_hand.duplicate_frame_id_count,84
ego不带tof,ego不带tof,ego,hand.right_hand_hand.max_joint_gap_ms,100.0000000003638
ego不带tof,ego不带tof,ego,hand.right_hand_hand.rgb_nearest_offset_p99_ms,0.9909999989758944
ego不带tof,ego不带tof,ego,hand.right_hand_hand.orthogonality_error_p99,2.575903945579778e-07
ego不带tof,ego不带tof,ego,hand.right_hand_hand.determinant_error_p99,2.0754829088920346e-07
ego不带tof,ego不带tof,ego,hand.right_hand_hand.complete_skeleton_frame_count,458
ego不带tof,ego不带tof,ego,hand.right_hand_hand.bone_length_median_m,0.025084006787893826
ego不带tof,ego不带tof,ego,hand.right_hand_hand.bone_relative_mad_p99,0.24389205553352103
ego不带tof,ego不带tof,ego,hand.right_hand_hand.projection_valid_fraction,1.0
ego不带tof,ego不带tof,ego,hand.right_hand_hand.projection_in_bounds_fraction,1.0
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_slam_pose.p50_ms,0.503999999637017
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_slam_pose.p95_ms,0.954999999521533
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_slam_pose.p99_ms,1.0016000000177885
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_slam_pose.max_ms,27.22600000015518
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_imu.p50_ms,0.49700000090524554
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_imu.p95_ms,0.941999998758547
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_imu.p99_ms,0.9814000004553236
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_imu.max_ms,27.5629999996454
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_left_hand_hand.p50_ms,16.4230000009411
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_left_hand_hand.p95_ms,33.18600000056904
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_left_hand_hand.p99_ms,50.538199999573415
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_left_hand_hand.max_ms,115.81100000148581
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_right_hand_hand.p50_ms,16.39200000136043
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_right_hand_hand.p95_ms,33.05699999873468
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_right_hand_hand.p99_ms,33.55320000046049
ego不带tof,ego不带tof,ego,cross_modal.rgb_to_right_hand_hand.max_ms,49.84899999908521
ego不带tof,ego不带tof,ego,cross_modal.video_pose_motion.max_correlation,0.7148324058096267
ego不带tof,ego不带tof,ego,cross_modal.video_pose_motion.best_lag_samples,0
ego不带tof,ego不带tof,ego,cross_modal.video_pose_motion.best_lag_ms,0.0
ego不带tof,ego不带tof,ego,cross_modal.video_pose_motion.sample_count,129
ego不带tof,ego不带tof,ego,summary.diagnostic_score,82.0
ego带tof,ego带tof,ego,video.rgb_video_metadata.path,[local path omitted]
ego带tof,ego带tof,ego,video.rgb_video_metadata.codec_name,mpeg4
ego带tof,ego带tof,ego,video.rgb_video_metadata.codec_long_name,MPEG-4 part 2
ego带tof,ego带tof,ego,video.rgb_video_metadata.width,1280
ego带tof,ego带tof,ego,video.rgb_video_metadata.height,1280
ego带tof,ego带tof,ego,video.rgb_video_metadata.fps,60.0
ego带tof,ego带tof,ego,video.rgb_video_metadata.nb_frames,1441
ego带tof,ego带tof,ego,video.rgb_video_metadata.duration_s,24.016667
ego带tof,ego带tof,ego,video.rgb_video_metadata.pix_fmt,yuv420p
ego带tof,ego带tof,ego,video.rgb_video_metadata.size_bytes,84919946
ego带tof,ego带tof,ego,temporal.rgb_timestamps.count,1441
ego带tof,ego带tof,ego,temporal.rgb_timestamps.nonfinite_count,0
ego带tof,ego带tof,ego,temporal.rgb_timestamps.duplicate_timestamp_count,0
ego带tof,ego带tof,ego,temporal.rgb_timestamps.backward_timestamp_count,0
ego带tof,ego带tof,ego,temporal.rgb_timestamps.median_dt_ms,16.65800000046147
ego带tof,ego带tof,ego,temporal.rgb_timestamps.p99_dt_ms,16.710000002094603
ego带tof,ego带tof,ego,temporal.rgb_timestamps.max_dt_ms,16.811000001325738
ego带tof,ego带tof,ego,temporal.rgb_timestamps.estimated_hz,60.031216230777844
ego带tof,ego带tof,ego,temporal.rgb_timestamps.duration_s,23.98763400000098
ego带tof,ego带tof,ego,structural.rgb_frame_count.video_frames,1441
ego带tof,ego带tof,ego,structural.rgb_frame_count.timestamp_rows,1441
ego带tof,ego带tof,ego,structural.rgb_frame_count.difference,0
ego带tof,ego带tof,ego,video.rgb_visual_quality.sample_count,120
ego带tof,ego带tof,ego,video.rgb_visual_quality.black_frame_fraction,0.0
ego带tof,ego带tof,ego,video.rgb_visual_quality.low_detail_frame_fraction,0.0
ego带tof,ego带tof,ego,video.rgb_visual_quality.static_transition_fraction,0.0
ego带tof,ego带tof,ego,video.rgb_visual_quality.longest_static_run_s,0.0
ego带tof,ego带tof,ego,video.rgb_visual_quality.motion_energy_p50,4.127968788146973
ego带tof,ego带tof,ego,video.rgb_visual_quality.motion_energy_p99,12.127440452575684
ego带tof,ego带tof,ego,calibration.intrinsic.fx,393.3944091796875
ego带tof,ego带tof,ego,calibration.intrinsic.fy,393.3370056152344
ego带tof,ego带tof,ego,calibration.intrinsic.cx,638.4927368164062
ego带tof,ego带tof,ego,calibration.intrinsic.cy,642.093994140625
ego带tof,ego带tof,ego,calibration.intrinsic.alpha,0.6793699264526367
ego带tof,ego带tof,ego,calibration.intrinsic.beta,0.7491185665130615
ego带tof,ego带tof,ego,calibration.intrinsic.width,1280.0
ego带tof,ego带tof,ego,calibration.intrinsic.height,1280.0
ego带tof,ego带tof,ego,calibration.intrinsic.model,seucm
ego带tof,ego带tof,ego,calibration.intrinsic.cx_is_null,True
ego带tof,ego带tof,ego,calibration.intrinsic.cy_is_null,True
ego带tof,ego带tof,ego,calibration.intrinsic.camera_matrix_is_standard_K,False
ego带tof,ego带tof,ego,calibration.extrinsic.finite_fraction,1.0
ego带tof,ego带tof,ego,calibration.extrinsic.position_norm_m,0.025382456243272043
ego带tof,ego带tof,ego,calibration.extrinsic.quaternion_norm_error,8.913139115662716e-10
ego带tof,ego带tof,ego,calibration.extrinsic.image_topic,/xv_sdk/250801DR48FP25002071/rgbd_camera/image
ego带tof,ego带tof,ego,trajectory.slam_pose.count,12003
ego带tof,ego带tof,ego,trajectory.slam_pose.nonfinite_count,0
ego带tof,ego带tof,ego,trajectory.slam_pose.duplicate_timestamp_count,0
ego带tof,ego带tof,ego,trajectory.slam_pose.backward_timestamp_count,0
ego带tof,ego带tof,ego,trajectory.slam_pose.median_dt_ms,2.0000000004074536
ego带tof,ego带tof,ego,trajectory.slam_pose.p99_dt_ms,2.1809899998334
ego带tof,ego带tof,ego,trajectory.slam_pose.max_dt_ms,7.76199999745586
ego带tof,ego带tof,ego,trajectory.slam_pose.estimated_hz,499.9999998981366
ego带tof,ego带tof,ego,trajectory.slam_pose.duration_s,24.00800000000163
ego带tof,ego带tof,ego,trajectory.slam_pose.finite_row_fraction,1.0
ego带tof,ego带tof,ego,trajectory.slam_pose.quaternion_norm_error_p99,9.325873406851315e-14
ego带tof,ego带tof,ego,trajectory.slam_pose.quaternion_norm_error_max,9.370282327836321e-14
ego带tof,ego带tof,ego,trajectory.slam_pose.linear_speed_mps_p50,0.013809302679549513
ego带tof,ego带tof,ego,trajectory.slam_pose.linear_speed_mps_p95,0.04166965432240082
ego带tof,ego带tof,ego,trajectory.slam_pose.linear_speed_mps_p99,0.04907298227116604
ego带tof,ego带tof,ego,trajectory.slam_pose.linear_speed_mps_max,0.058283543026700683
ego带tof,ego带tof,ego,trajectory.slam_pose.angular_speed_radps_p50,0.04688365791160935
ego带tof,ego带tof,ego,trajectory.slam_pose.angular_speed_radps_p95,0.13499149203313657
ego带tof,ego带tof,ego,trajectory.slam_pose.angular_speed_radps_p99,0.17548510287726482
ego带tof,ego带tof,ego,trajectory.slam_pose.angular_speed_radps_max,0.2681775013907259
ego带tof,ego带tof,ego,trajectory.slam_pose.consecutive_duplicate_value_count,0
ego带tof,ego带tof,ego,trajectory.slam_pose.sudden_change_count,0
ego带tof,ego带tof,ego,trajectory.slam_pose.sudden_change_fraction,0.0
ego带tof,ego带tof,ego,trajectory.slam_pose.extreme_position_count,0
ego带tof,ego带tof,ego,trajectory.slam_pose.max_residual_z,136.85108163813726
ego带tof,ego带tof,ego,inertial.imu.count,12140
ego带tof,ego带tof,ego,inertial.imu.nonfinite_count,0
ego带tof,ego带tof,ego,inertial.imu.duplicate_timestamp_count,0
ego带tof,ego带tof,ego,inertial.imu.backward_timestamp_count,0
ego带tof,ego带tof,ego,inertial.imu.median_dt_ms,1.975999999558553
ego带tof,ego带tof,ego,inertial.imu.p99_dt_ms,2.012000000831904
ego带tof,ego带tof,ego,inertial.imu.max_dt_ms,5.930999999691267
ego带tof,ego带tof,ego,inertial.imu.estimated_hz,506.072874606986
ego带tof,ego带tof,ego,inertial.imu.duration_s,24.008201000000554
ego带tof,ego带tof,ego,inertial.imu.consecutive_duplicate_count,0
ego带tof,ego带tof,ego,inertial.imu.consecutive_duplicate_fraction,0.0
ego带tof,ego带tof,ego,inertial.imu.longest_duplicate_run,0
ego带tof,ego带tof,ego,inertial.imu.finite_fraction,1.0
ego带tof,ego带tof,ego,inertial.imu.gyro_norm_radps_p01,0.007492342160026746
ego带tof,ego带tof,ego,inertial.imu.gyro_norm_radps_p50,0.045557487808510946
ego带tof,ego带tof,ego,inertial.imu.gyro_norm_radps_p99,0.17191167311346423
ego带tof,ego带tof,ego,inertial.imu.accel_norm_mps2_p01,9.515869352376304
ego带tof,ego带tof,ego,inertial.imu.accel_norm_mps2_p50,9.81605400502368
ego带tof,ego带tof,ego,inertial.imu.accel_norm_mps2_p99,10.09791773826646
ego带tof,ego带tof,ego,hand.left_hand_hand.joint_file_count,21
ego带tof,ego带tof,ego,hand.left_hand_hand.raw_sample_to_rgb_frame_ratio,0.28452463566967384
ego带tof,ego带tof,ego,hand.left_hand_hand.raw_complete_sample_to_rgb_frame_ratio,0.28452463566967384
ego带tof,ego带tof,ego,hand.left_hand_hand.rgb_temporal_coverage_within_25ms,0.8299791811242193
ego带tof,ego带tof,ego,hand.left_hand_hand.duplicate_frame_id_count,0
ego带tof,ego带tof,ego,hand.left_hand_hand.max_joint_gap_ms,150.0000000014552
ego带tof,ego带tof,ego,hand.left_hand_hand.rgb_nearest_offset_p99_ms,0.9890000001178123
ego带tof,ego带tof,ego,hand.left_hand_hand.orthogonality_error_p99,2.520346190633128e-07
ego带tof,ego带tof,ego,hand.left_hand_hand.determinant_error_p99,2.0472925406078692e-07
ego带tof,ego带tof,ego,hand.left_hand_hand.complete_skeleton_frame_count,410
ego带tof,ego带tof,ego,hand.left_hand_hand.bone_length_median_m,0.024669780313963482
ego带tof,ego带tof,ego,hand.left_hand_hand.bone_relative_mad_p99,0.08318362842390241
ego带tof,ego带tof,ego,hand.left_hand_hand.projection_valid_fraction,1.0
ego带tof,ego带tof,ego,hand.left_hand_hand.projection_in_bounds_fraction,1.0
ego带tof,ego带tof,ego,hand.right_hand_hand.joint_file_count,21
ego带tof,ego带tof,ego,hand.right_hand_hand.raw_sample_to_rgb_frame_ratio,0.29285218598195695
ego带tof,ego带tof,ego,hand.right_hand_hand.raw_complete_sample_to_rgb_frame_ratio,0.29285218598195695
ego带tof,ego带tof,ego,hand.right_hand_hand.rgb_temporal_coverage_within_25ms,0.8535739070090215
ego带tof,ego带tof,ego,hand.right_hand_hand.duplicate_frame_id_count,252
ego带tof,ego带tof,ego,hand.right_hand_hand.max_joint_gap_ms,115.99999999816646
ego带tof,ego带tof,ego,hand.right_hand_hand.rgb_nearest_offset_p99_ms,0.994999998511048
ego带tof,ego带tof,ego,hand.right_hand_hand.orthogonality_error_p99,2.5834613757299714e-07
ego带tof,ego带tof,ego,hand.right_hand_hand.determinant_error_p99,2.091228746547991e-07
ego带tof,ego带tof,ego,hand.right_hand_hand.complete_skeleton_frame_count,422
ego带tof,ego带tof,ego,hand.right_hand_hand.bone_length_median_m,0.02208251605774997
ego带tof,ego带tof,ego,hand.right_hand_hand.bone_relative_mad_p99,0.5543262948085278
ego带tof,ego带tof,ego,hand.right_hand_hand.projection_valid_fraction,1.0
ego带tof,ego带tof,ego,hand.right_hand_hand.projection_in_bounds_fraction,1.0
ego带tof,ego带tof,ego,temporal.tof_timestamps.count,720
ego带tof,ego带tof,ego,temporal.tof_timestamps.nonfinite_count,0
ego带tof,ego带tof,ego,temporal.tof_timestamps.duplicate_timestamp_count,0
ego带tof,ego带tof,ego,temporal.tof_timestamps.backward_timestamp_count,0
ego带tof,ego带tof,ego,temporal.tof_timestamps.median_dt_ms,33.329999998386484
ego带tof,ego带tof,ego,temporal.tof_timestamps.p99_dt_ms,33.36699999999837
ego带tof,ego带tof,ego,temporal.tof_timestamps.max_dt_ms,33.47800000119605
ego带tof,ego带tof,ego,temporal.tof_timestamps.estimated_hz,30.00300030148246
ego带tof,ego带tof,ego,temporal.tof_timestamps.duration_s,23.964617999998154
ego带tof,ego带tof,ego,depth.tof_arrays.timestamp_rows,720
ego带tof,ego带tof,ego,depth.tof_arrays.referenced_files,720
ego带tof,ego带tof,ego,depth.tof_arrays.missing_referenced_files,0
ego带tof,ego带tof,ego,depth.tof_arrays.sampled_files,200
ego带tof,ego带tof,ego,depth.tof_arrays.load_error_count,0
ego带tof,ego带tof,ego,depth.tof_arrays.shapes,"{""(240, 320)"": 200}"
ego带tof,ego带tof,ego,depth.tof_arrays.dtypes,"{""float32"": 200}"
ego带tof,ego带tof,ego,depth.tof_arrays.finite_fraction,0.9553029296875
ego带tof,ego带tof,ego,depth.tof_arrays.positive_fraction_of_finite,1.0
ego带tof,ego带tof,ego,depth.tof_arrays.depth_m_p01,0.3400000035762787
ego带tof,ego带tof,ego,depth.tof_arrays.depth_m_p50,0.6029999852180481
ego带tof,ego带tof,ego,depth.tof_arrays.depth_m_p99,1.059999942779541
ego带tof,ego带tof,ego,temporal.rgbd_timestamps.count,720
ego带tof,ego带tof,ego,temporal.rgbd_timestamps.nonfinite_count,0
ego带tof,ego带tof,ego,temporal.rgbd_timestamps.duplicate_timestamp_count,0
ego带tof,ego带tof,ego,temporal.rgbd_timestamps.backward_timestamp_count,0
ego带tof,ego带tof,ego,temporal.rgbd_timestamps.median_dt_ms,33.329999998386484
ego带tof,ego带tof,ego,temporal.rgbd_timestamps.p99_dt_ms,33.36699999999837
ego带tof,ego带tof,ego,temporal.rgbd_timestamps.max_dt_ms,33.47800000119605
ego带tof,ego带tof,ego,temporal.rgbd_timestamps.estimated_hz,30.00300030148246
ego带tof,ego带tof,ego,temporal.rgbd_timestamps.duration_s,23.964617999998154
ego带tof,ego带tof,ego,video.rgbd_video.path,[local path omitted]
ego带tof,ego带tof,ego,video.rgbd_video.codec_name,mpeg4
ego带tof,ego带tof,ego,video.rgbd_video.codec_long_name,MPEG-4 part 2
ego带tof,ego带tof,ego,video.rgbd_video.width,640
ego带tof,ego带tof,ego,video.rgbd_video.height,240
ego带tof,ego带tof,ego,video.rgbd_video.fps,30.0
